solver_index,iteration,error 
0.00000000e+00,9.10000000e+01,1.54555549e-03 
0.00000000e+00,9.20000000e+01,1.48923985e-03 
0.00000000e+00,9.30000000e+01,1.43505418e-03 
0.00000000e+00,9.40000000e+01,1.38291216e-03 
0.00000000e+00,9.50000000e+01,1.33273164e-03 
0.00000000e+00,9.60000000e+01,1.28443426e-03 
0.00000000e+00,9.70000000e+01,1.23794449e-03 
0.00000000e+00,9.80000000e+01,1.19319114e-03 
0.00000000e+00,9.90000000e+01,1.15010512e-03 
0.00000000e+00,1.00000000e+02,1.10862106e-03 
0.00000000e+00,1.01000000e+02,1.06867605e-03 
0.00000000e+00,1.02000000e+02,1.03020992e-03 
0.00000000e+00,1.03000000e+02,9.93165301e-04 
0.00000000e+00,1.04000000e+02,9.57486787e-04 
0.00000000e+00,1.05000000e+02,9.23121852e-04 
0.00000000e+00,1.06000000e+02,8.90019708e-04 
0.00000000e+00,1.07000000e+02,8.58132027e-04 
0.00000000e+00,1.08000000e+02,8.27412188e-04 
0.00000000e+00,1.09000000e+02,7.97815797e-04 
0.00000000e+00,1.10000000e+02,7.69299889e-04 
0.00000000e+00,1.11000000e+02,7.41823682e-04 
0.00000000e+00,1.12000000e+02,7.15347807e-04 
0.00000000e+00,1.13000000e+02,6.89834490e-04 
0.00000000e+00,1.14000000e+02,6.65247402e-04 
0.00000000e+00,1.15000000e+02,6.41551822e-04 
0.00000000e+00,1.16000000e+02,6.18714564e-04 
0.00000000e+00,1.17000000e+02,5.96703181e-04 
0.00000000e+00,1.18000000e+02,5.75487304e-04 
0.00000000e+00,1.19000000e+02,5.55036922e-04 
0.00000000e+00,1.20000000e+02,5.35323941e-04 
0.00000000e+00,1.21000000e+02,5.16320854e-04 
0.00000000e+00,1.22000000e+02,4.98001484e-04 
0.00000000e+00,1.23000000e+02,4.80340660e-04 
0.00000000e+00,1.24000000e+02,4.63313902e-04 
0.00000000e+00,1.25000000e+02,4.46898211e-04 
0.00000000e+00,1.26000000e+02,4.31070846e-04 
0.00000000e+00,1.27000000e+02,4.15810342e-04 
0.00000000e+00,1.28000000e+02,4.01096062e-04 
0.00000000e+00,1.29000000e+02,3.86907895e-04 
0.00000000e+00,1.30000000e+02,3.73226804e-04 
0.00000000e+00,1.31000000e+02,3.60034211e-04 
0.00000000e+00,1.32000000e+02,3.47312258e-04 
0.00000000e+00,1.33000000e+02,3.35044170e-04 
0.00000000e+00,1.34000000e+02,3.23213044e-04 
0.00000000e+00,1.35000000e+02,3.11803402e-04 
0.00000000e+00,1.36000000e+02,3.00799717e-04 
0.00000000e+00,1.37000000e+02,2.90187501e-04 
0.00000000e+00,1.38000000e+02,2.79952528e-04 
0.00000000e+00,1.39000000e+02,2.70081336e-04 
0.00000000e+00,1.40000000e+02,2.60560483e-04 
0.00000000e+00,1.41000000e+02,2.51377658e-04 
0.00000000e+00,1.42000000e+02,2.42520598e-04 
0.00000000e+00,1.43000000e+02,2.33977612e-04 
0.00000000e+00,1.44000000e+02,2.25737478e-04 
0.00000000e+00,1.45000000e+02,2.17789203e-04 
0.00000000e+00,1.46000000e+02,2.10122434e-04 
0.00000000e+00,1.47000000e+02,2.02727026e-04 
0.00000000e+00,1.48000000e+02,1.95593376e-04 
0.00000000e+00,1.49000000e+02,1.88711966e-04 
0.00000000e+00,1.50000000e+02,1.82073937e-04 
0.00000000e+00,1.51000000e+02,1.75670404e-04 
0.00000000e+00,1.52000000e+02,1.69493210e-04 
0.00000000e+00,1.53000000e+02,1.63534205e-04 
0.00000000e+00,1.54000000e+02,1.57785643e-04 
0.00000000e+00,1.55000000e+02,1.52239941e-04 
0.00000000e+00,1.56000000e+02,1.46889866e-04 
0.00000000e+00,1.57000000e+02,1.41728717e-04 
0.00000000e+00,1.58000000e+02,1.36749522e-04 
0.00000000e+00,1.59000000e+02,1.31945871e-04 
0.00000000e+00,1.60000000e+02,1.27311562e-04 
0.00000000e+00,1.61000000e+02,1.22840563e-04 
0.00000000e+00,1.62000000e+02,1.18527135e-04 
0.00000000e+00,1.63000000e+02,1.14365533e-04 
0.00000000e+00,1.64000000e+02,1.10350621e-04 
0.00000000e+00,1.65000000e+02,1.06476937e-04 
0.00000000e+00,1.66000000e+02,1.02739662e-04 
0.00000000e+00,1.67000000e+02,9.91340919e-05 
0.00000000e+00,1.68000000e+02,9.56551756e-05 
0.00000000e+00,1.69000000e+02,9.22987339e-05 
0.00000000e+00,1.70000000e+02,8.90603645e-05 
0.00000000e+00,1.71000000e+02,8.59357941e-05 
0.00000000e+00,1.72000000e+02,8.29211963e-05 
0.00000000e+00,1.73000000e+02,8.00125375e-05 
0.00000000e+00,1.74000000e+02,7.72061597e-05 
0.00000000e+00,1.75000000e+02,7.44983913e-05 
0.00000000e+00,1.76000000e+02,7.18857765e-05 
0.00000000e+00,1.77000000e+02,6.93649517e-05 
0.00000000e+00,1.78000000e+02,6.69327680e-05 
0.00000000e+00,1.79000000e+02,6.45859214e-05 
0.00000000e+00,1.80000000e+02,6.23214811e-05 
0.00000000e+00,1.81000000e+02,6.01366250e-05 
0.00000000e+00,1.82000000e+02,5.80285335e-05 
0.00000000e+00,1.83000000e+02,5.59943192e-05 
0.00000000e+00,1.84000000e+02,5.40316079e-05 
0.00000000e+00,1.85000000e+02,5.21377988e-05 
0.00000000e+00,1.86000000e+02,5.03105041e-05 
0.00000000e+00,1.87000000e+02,4.85471797e-05 
0.00000000e+00,1.88000000e+02,4.68458998e-05 
0.00000000e+00,1.89000000e+02,4.52041410e-05 
0.00000000e+00,1.90000000e+02,4.36202452e-05 
0.00000000e+00,1.91000000e+02,4.20917271e-05 
0.00000000e+00,1.92000000e+02,4.06168255e-05 
0.00000000e+00,1.93000000e+02,3.91937272e-05 
0.00000000e+00,1.94000000e+02,3.78205501e-05 
0.00000000e+00,1.95000000e+02,3.64954127e-05 
0.00000000e+00,1.96000000e+02,3.52168576e-05 
0.00000000e+00,1.97000000e+02,3.39831465e-05 
0.00000000e+00,1.98000000e+02,3.27927002e-05 
0.00000000e+00,1.99000000e+02,3.16439052e-05 
0.00000000e+00,2.00000000e+02,3.05354132e-05 
0.00000000e+00,2.01000000e+02,2.94658939e-05 
0.00000000e+00,2.02000000e+02,2.84336655e-05 
0.00000000e+00,2.03000000e+02,2.74377690e-05 
0.00000000e+00,2.04000000e+02,2.64767350e-05 
0.00000000e+00,2.05000000e+02,2.55494648e-05 
0.00000000e+00,2.06000000e+02,2.46545780e-05 
0.00000000e+00,2.07000000e+02,2.37911353e-05 
0.00000000e+00,2.08000000e+02,2.29579334e-05 
0.00000000e+00,2.09000000e+02,2.21537696e-05 
0.00000000e+00,2.10000000e+02,2.13780579e-05 
0.00000000e+00,2.11000000e+02,2.06294201e-05 
0.00000000e+00,2.12000000e+02,1.99069712e-05 
0.00000000e+00,2.13000000e+02,1.92098270e-05 
0.00000000e+00,2.14000000e+02,1.85371209e-05 
0.00000000e+00,2.15000000e+02,1.78880393e-05 
0.00000000e+00,2.16000000e+02,1.72616809e-05 
0.00000000e+00,2.17000000e+02,1.66571622e-05 
0.00000000e+00,2.18000000e+02,1.60740404e-05 
0.00000000e+00,2.19000000e+02,1.55110800e-05 
0.00000000e+00,2.20000000e+02,1.49680322e-05 
0.00000000e+00,2.21000000e+02,1.44439085e-05 
0.00000000e+00,2.22000000e+02,1.39382315e-05 
0.00000000e+00,2.23000000e+02,1.34501363e-05 
0.00000000e+00,2.24000000e+02,1.29792866e-05 
0.00000000e+00,2.25000000e+02,1.25248354e-05 
0.00000000e+00,2.26000000e+02,1.20862705e-05 
0.00000000e+00,2.27000000e+02,1.16631150e-05 
0.00000000e+00,2.28000000e+02,1.12548041e-05 
0.00000000e+00,2.29000000e+02,1.08608081e-05 
0.00000000e+00,2.30000000e+02,1.04805273e-05 
0.00000000e+00,2.31000000e+02,1.01135731e-05 
0.00000000e+00,2.32000000e+02,9.75960995e-06 
solver_index,iteration,error 
1.00000000e+00,1.00000000e+00,0.00000000e+00 
solver_index,iteration,error 
2.00000000e+00,1.00000000e+00,1.00000000e+00 
2.00000000e+00,2.00000000e+00,5.28627846e-01 
2.00000000e+00,3.00000000e+00,3.59749051e-01 
2.00000000e+00,4.00000000e+00,2.70294793e-01 
2.00000000e+00,5.00000000e+00,2.14297074e-01 
2.00000000e+00,6.00000000e+00,1.75845519e-01 
2.00000000e+00,7.00000000e+00,1.47841017e-01 
2.00000000e+00,8.00000000e+00,1.26590739e-01 
2.00000000e+00,9.00000000e+00,1.09966146e-01 
2.00000000e+00,1.00000000e+01,9.66472480e-02 
2.00000000e+00,1.10000000e+01,8.57695602e-02 
2.00000000e+00,1.20000000e+01,7.67425472e-02 
2.00000000e+00,1.30000000e+01,6.91490591e-02 
2.00000000e+00,1.40000000e+01,6.26862673e-02 
2.00000000e+00,1.50000000e+01,5.71292801e-02 
2.00000000e+00,1.60000000e+01,5.23078332e-02 
2.00000000e+00,1.70000000e+01,4.80908577e-02 
2.00000000e+00,1.80000000e+01,4.43759795e-02 
2.00000000e+00,1.90000000e+01,4.10821982e-02 
2.00000000e+00,2.00000000e+01,3.81446798e-02 
2.00000000e+00,2.10000000e+01,3.55109846e-02 
2.00000000e+00,2.20000000e+01,3.31382915e-02 
2.00000000e+00,2.30000000e+01,3.09913257e-02 
2.00000000e+00,2.40000000e+01,2.90407945e-02 
2.00000000e+00,2.50000000e+01,2.72621889e-02 
2.00000000e+00,2.60000000e+01,2.56348600e-02 
2.00000000e+00,2.70000000e+01,2.41412974e-02 
2.00000000e+00,2.80000000e+01,2.27665611e-02 
2.00000000e+00,2.90000000e+01,2.14978331e-02 
2.00000000e+00,3.00000000e+01,2.03240553e-02 
2.00000000e+00,3.10000000e+01,1.92356411e-02 
2.00000000e+00,3.20000000e+01,1.82242397e-02 
2.00000000e+00,3.30000000e+01,1.72825443e-02 
2.00000000e+00,3.40000000e+01,1.64041353e-02 
2.00000000e+00,3.50000000e+01,1.55833496e-02 
2.00000000e+00,3.60000000e+01,1.48151727e-02 
2.00000000e+00,3.70000000e+01,1.40951491e-02 
2.00000000e+00,3.80000000e+01,1.34193061e-02 
2.00000000e+00,3.90000000e+01,1.27840911e-02 
2.00000000e+00,4.00000000e+01,1.21863166e-02 
2.00000000e+00,4.10000000e+01,1.16231147e-02 
2.00000000e+00,4.20000000e+01,1.10918990e-02 
2.00000000e+00,4.30000000e+01,1.05903293e-02 
2.00000000e+00,4.40000000e+01,1.01162842e-02 
2.00000000e+00,4.50000000e+01,9.66783588e-03 
2.00000000e+00,4.60000000e+01,9.24322814e-03 
2.00000000e+00,4.70000000e+01,8.84085771e-03 
2.00000000e+00,4.80000000e+01,8.45925852e-03 
2.00000000e+00,4.90000000e+01,8.09708674e-03 
2.00000000e+00,5.00000000e+01,7.75310848e-03 
2.00000000e+00,5.10000000e+01,7.42618893e-03 
2.00000000e+00,5.20000000e+01,7.11528233e-03 
2.00000000e+00,5.30000000e+01,6.81942368e-03 
2.00000000e+00,5.40000000e+01,6.53772083e-03 
2.00000000e+00,5.50000000e+01,6.26934800e-03 
2.00000000e+00,5.60000000e+01,6.01353934e-03 
2.00000000e+00,5.70000000e+01,5.76958424e-03 
2.00000000e+00,5.80000000e+01,5.53682166e-03 
2.00000000e+00,5.90000000e+01,5.31463669e-03 
2.00000000e+00,6.00000000e+01,5.10245584e-03 
2.00000000e+00,6.10000000e+01,4.89974420e-03 
2.00000000e+00,6.20000000e+01,4.70600192e-03 
2.00000000e+00,6.30000000e+01,4.52076177e-03 
2.00000000e+00,6.40000000e+01,4.34358613e-03 
2.00000000e+00,6.50000000e+01,4.17406471e-03 
2.00000000e+00,6.60000000e+01,4.01181296e-03 
2.00000000e+00,6.70000000e+01,3.85646964e-03 
2.00000000e+00,6.80000000e+01,3.70769495e-03 
2.00000000e+00,6.90000000e+01,3.56516972e-03 
2.00000000e+00,7.00000000e+01,3.42859315e-03 
2.00000000e+00,7.10000000e+01,3.29768170e-03 
2.00000000e+00,7.20000000e+01,3.17216813e-03 
2.00000000e+00,7.30000000e+01,3.05180035e-03 
2.00000000e+00,7.40000000e+01,2.93633967e-03 
2.00000000e+00,7.50000000e+01,2.82556154e-03 
2.00000000e+00,7.60000000e+01,2.71925237e-03 
2.00000000e+00,7.70000000e+01,2.61721065e-03 
2.00000000e+00,7.80000000e+01,2.51924572e-03 
2.00000000e+00,7.90000000e+01,2.42517636e-03 
2.00000000e+00,8.00000000e+01,2.33483096e-03 
2.00000000e+00,8.10000000e+01,2.24804680e-03 
2.00000000e+00,8.20000000e+01,2.16466925e-03 
2.00000000e+00,8.30000000e+01,2.08455137e-03 
2.00000000e+00,8.40000000e+01,2.00755374e-03 
2.00000000e+00,8.50000000e+01,1.93354347e-03 
2.00000000e+00,8.60000000e+01,1.86239444e-03 
2.00000000e+00,8.70000000e+01,1.79398657e-03 
2.00000000e+00,8.80000000e+01,1.72820508e-03 
2.00000000e+00,8.90000000e+01,1.66494129e-03 
2.00000000e+00,9.00000000e+01,1.60409104e-03 
2.00000000e+00,9.10000000e+01,1.54555550e-03 
2.00000000e+00,9.20000000e+01,1.48923981e-03 
2.00000000e+00,9.30000000e+01,1.43505419e-03 
2.00000000e+00,9.40000000e+01,1.38291218e-03 
2.00000000e+00,9.50000000e+01,1.33273163e-03 
2.00000000e+00,9.60000000e+01,1.28443422e-03 
2.00000000e+00,9.70000000e+01,1.23794457e-03 
2.00000000e+00,9.80000000e+01,1.19319109e-03 
2.00000000e+00,9.90000000e+01,1.15010516e-03 
2.00000000e+00,1.00000000e+02,1.10862107e-03 
2.00000000e+00,1.01000000e+02,1.06867603e-03 
2.00000000e+00,1.02000000e+02,1.03020996e-03 
2.00000000e+00,1.03000000e+02,9.93165222e-04 
2.00000000e+00,1.04000000e+02,9.57486859e-04 
2.00000000e+00,1.05000000e+02,9.23121890e-04 
2.00000000e+00,1.06000000e+02,8.90019739e-04 
2.00000000e+00,1.07000000e+02,8.58131962e-04 
2.00000000e+00,1.08000000e+02,8.27412162e-04 
2.00000000e+00,1.09000000e+02,7.97815699e-04 
2.00000000e+00,1.10000000e+02,7.69299916e-04 
2.00000000e+00,1.11000000e+02,7.41823761e-04 
2.00000000e+00,1.12000000e+02,7.15347774e-04 
2.00000000e+00,1.13000000e+02,6.89834467e-04 
2.00000000e+00,1.14000000e+02,6.65247396e-04 
2.00000000e+00,1.15000000e+02,6.41551841e-04 
2.00000000e+00,1.16000000e+02,6.18714489e-04 
2.00000000e+00,1.17000000e+02,5.96703271e-04 
2.00000000e+00,1.18000000e+02,5.75487218e-04 
2.00000000e+00,1.19000000e+02,5.55036957e-04 
2.00000000e+00,1.20000000e+02,5.35323931e-04 
2.00000000e+00,1.21000000e+02,5.16320846e-04 
2.00000000e+00,1.22000000e+02,4.98001509e-04 
2.00000000e+00,1.23000000e+02,4.80340677e-04 
2.00000000e+00,1.24000000e+02,4.63313918e-04 
2.00000000e+00,1.25000000e+02,4.46898156e-04 
2.00000000e+00,1.26000000e+02,4.31070820e-04 
2.00000000e+00,1.27000000e+02,4.15810371e-04 
2.00000000e+00,1.28000000e+02,4.01096056e-04 
2.00000000e+00,1.29000000e+02,3.86907965e-04 
2.00000000e+00,1.30000000e+02,3.73226824e-04 
2.00000000e+00,1.31000000e+02,3.60034208e-04 
2.00000000e+00,1.32000000e+02,3.47312363e-04 
2.00000000e+00,1.33000000e+02,3.35044112e-04 
2.00000000e+00,1.34000000e+02,3.23213047e-04 
2.00000000e+00,1.35000000e+02,3.11803452e-04 
2.00000000e+00,1.36000000e+02,3.00799741e-04 
2.00000000e+00,1.37000000e+02,2.90187507e-04 
2.00000000e+00,1.38000000e+02,2.79952556e-04 
2.00000000e+00,1.39000000e+02,2.70081252e-04 
2.00000000e+00,1.40000000e+02,2.60560553e-04 
2.00000000e+00,1.41000000e+02,2.51377579e-04 
2.00000000e+00,1.42000000e+02,2.42520607e-04 
2.00000000e+00,1.43000000e+02,2.33977627e-04 
2.00000000e+00,1.44000000e+02,2.25737464e-04 
2.00000000e+00,1.45000000e+02,2.17789336e-04 
2.00000000e+00,1.46000000e+02,2.10122383e-04 
2.00000000e+00,1.47000000e+02,2.02727000e-04 
2.00000000e+00,1.48000000e+02,1.95593262e-04 
2.00000000e+00,1.49000000e+02,1.88711939e-04 
2.00000000e+00,1.50000000e+02,1.82073899e-04 
2.00000000e+00,1.51000000e+02,1.75670408e-04 
2.00000000e+00,1.52000000e+02,1.69493179e-04 
2.00000000e+00,1.53000000e+02,1.63534224e-04 
2.00000000e+00,1.54000000e+02,1.57785648e-04 
2.00000000e+00,1.55000000e+02,1.52239946e-04 
2.00000000e+00,1.56000000e+02,1.46889981e-04 
2.00000000e+00,1.57000000e+02,1.41728761e-04 
2.00000000e+00,1.58000000e+02,1.36749512e-04 
2.00000000e+00,1.59000000e+02,1.31945844e-04 
2.00000000e+00,1.60000000e+02,1.27311547e-04 
2.00000000e+00,1.61000000e+02,1.22840589e-04 
2.00000000e+00,1.62000000e+02,1.18527079e-04 
2.00000000e+00,1.63000000e+02,1.14365522e-04 
2.00000000e+00,1.64000000e+02,1.10350620e-04 
2.00000000e+00,1.65000000e+02,1.06477010e-04 
2.00000000e+00,1.66000000e+02,1.02739687e-04 
2.00000000e+00,1.67000000e+02,9.91339875e-05 
2.00000000e+00,1.68000000e+02,9.56551631e-05 
2.00000000e+00,1.69000000e+02,9.22986928e-05 
2.00000000e+00,1.70000000e+02,8.90604137e-05 
2.00000000e+00,1.71000000e+02,8.59358356e-05 
2.00000000e+00,1.72000000e+02,8.29211762e-05 
2.00000000e+00,1.73000000e+02,8.00126212e-05 
2.00000000e+00,1.74000000e+02,7.72061574e-05 
2.00000000e+00,1.75000000e+02,7.44983121e-05 
2.00000000e+00,1.76000000e+02,7.18858012e-05 
2.00000000e+00,1.77000000e+02,6.93650119e-05 
2.00000000e+00,1.78000000e+02,6.69327413e-05 
2.00000000e+00,1.79000000e+02,6.45859188e-05 
2.00000000e+00,1.80000000e+02,6.23215326e-05 
2.00000000e+00,1.81000000e+02,6.01366474e-05 
2.00000000e+00,1.82000000e+02,5.80284413e-05 
2.00000000e+00,1.83000000e+02,5.59943719e-05 
2.00000000e+00,1.84000000e+02,5.40316774e-05 
2.00000000e+00,1.85000000e+02,5.21378569e-05 
2.00000000e+00,1.86000000e+02,5.03103926e-05 
2.00000000e+00,1.87000000e+02,4.85472858e-05 
2.00000000e+00,1.88000000e+02,4.68458379e-05 
2.00000000e+00,1.89000000e+02,4.52042379e-05 
2.00000000e+00,1.90000000e+02,4.36201594e-05 
2.00000000e+00,1.91000000e+02,4.20917022e-05 
2.00000000e+00,1.92000000e+02,4.06168747e-05 
2.00000000e+00,1.93000000e+02,3.91936869e-05 
2.00000000e+00,1.94000000e+02,3.78205557e-05 
2.00000000e+00,1.95000000e+02,3.64954376e-05 
2.00000000e+00,1.96000000e+02,3.52168809e-05 
2.00000000e+00,1.97000000e+02,3.39831209e-05 
2.00000000e+00,1.98000000e+02,3.27926705e-05 
2.00000000e+00,1.99000000e+02,3.16439143e-05 
2.00000000e+00,2.00000000e+02,3.05354222e-05 
2.00000000e+00,2.01000000e+02,2.94658200e-05 
2.00000000e+00,2.02000000e+02,2.84337157e-05 
2.00000000e+00,2.03000000e+02,2.74378288e-05 
2.00000000e+00,2.04000000e+02,2.64767867e-05 
2.00000000e+00,2.05000000e+02,2.55493839e-05 
2.00000000e+00,2.06000000e+02,2.46546178e-05 
2.00000000e+00,2.07000000e+02,2.37911729e-05 
2.00000000e+00,2.08000000e+02,2.29578816e-05 
2.00000000e+00,2.09000000e+02,2.21538535e-05 
2.00000000e+00,2.10000000e+02,2.13780509e-05 
2.00000000e+00,2.11000000e+02,2.06293257e-05 
2.00000000e+00,2.12000000e+02,1.99070099e-05 
2.00000000e+00,2.13000000e+02,1.92098269e-05 
2.00000000e+00,2.14000000e+02,1.85371461e-05 
2.00000000e+00,2.15000000e+02,1.78880419e-05 
2.00000000e+00,2.16000000e+02,1.72616442e-05 
2.00000000e+00,2.17000000e+02,1.66572311e-05 
2.00000000e+00,2.18000000e+02,1.60739882e-05 
2.00000000e+00,2.19000000e+02,1.55111752e-05 
2.00000000e+00,2.20000000e+02,1.49679784e-05 
2.00000000e+00,2.21000000e+02,1.44439161e-05 
2.00000000e+00,2.22000000e+02,1.39382485e-05 
2.00000000e+00,2.23000000e+02,1.34501438e-05 
2.00000000e+00,2.24000000e+02,1.29792498e-05 
2.00000000e+00,2.25000000e+02,1.25248272e-05 
2.00000000e+00,2.26000000e+02,1.20863027e-05 
2.00000000e+00,2.27000000e+02,1.16631402e-05 
2.00000000e+00,2.28000000e+02,1.12548035e-05 
2.00000000e+00,2.29000000e+02,1.08607933e-05 
2.00000000e+00,2.30000000e+02,1.04805369e-05 
2.00000000e+00,2.31000000e+02,1.01136459e-05 
2.00000000e+00,2.32000000e+02,9.75954755e-06 
solver_index,iteration,error 
3.00000000e+00,1.00000000e+00,1.00000000e+00 
3.00000000e+00,2.00000000e+00,4.12393228e-01 
3.00000000e+00,3.00000000e+00,2.24460619e-01 
3.00000000e+00,4.00000000e+00,1.36091971e-01 
3.00000000e+00,5.00000000e+00,8.71847107e-02 
3.00000000e+00,6.00000000e+00,5.76597940e-02 
3.00000000e+00,7.00000000e+00,3.88928774e-02 
3.00000000e+00,8.00000000e+00,2.65705155e-02 
3.00000000e+00,9.00000000e+00,1.83063461e-02 
3.00000000e+00,1.00000000e+01,1.26847995e-02 
3.00000000e+00,1.10000000e+01,8.82391067e-03 
3.00000000e+00,1.20000000e+01,6.15470639e-03 
3.00000000e+00,1.30000000e+01,4.30094560e-03 
3.00000000e+00,1.40000000e+01,3.00943505e-03 
3.00000000e+00,1.50000000e+01,2.10766048e-03 
3.00000000e+00,1.60000000e+01,1.47704409e-03 
3.00000000e+00,1.70000000e+01,1.03557614e-03 
3.00000000e+00,1.80000000e+01,7.26290354e-04 
3.00000000e+00,1.90000000e+01,5.09494986e-04 
3.00000000e+00,2.00000000e+01,3.57474841e-04 
3.00000000e+00,2.10000000e+01,2.50848179e-04 
3.00000000e+00,2.20000000e+01,1.76046577e-04 
3.00000000e+00,2.30000000e+01,1.23564204e-04 
3.00000000e+00,2.40000000e+01,8.67379256e-05 
3.00000000e+00,2.50000000e+01,6.08954828e-05 
3.00000000e+00,2.60000000e+01,4.27597924e-05 
3.00000000e+00,2.70000000e+01,2.41412973e-02 
3.00000000e+00,2.80000000e+01,2.27665611e-02 
3.00000000e+00,2.90000000e+01,2.14978331e-02 
3.00000000e+00,3.00000000e+01,2.03240554e-02 
3.00000000e+00,3.10000000e+01,1.92356411e-02 
3.00000000e+00,3.20000000e+01,1.82242396e-02 
